,overall_rating,value,position,skill_moves,attacking_workrate,defensive_workrate,pace,shooting,passing,dribbling,defending,physicality,crossing,finishing,Curve,freekick_accuracy,ballcontrol,sprint_speed,agility,reactions,balance,shot_power,stamina,aggression,interceptions,positioning,vision,composure,marking
831,78,0.0,CB,2,Medium,High,53,40,59,62,80,77,59,33,35,18,66,53,50,75,41,63,64,84,80,21,56,69,76
832,78,16500000.0,LW,4,High,Low,78,69,77,79,45,54,82,74,69,64,77,75,79,78,78,60,58,58,53,77,75,69,50
833,78,16000000.0,CB,2,Medium,Medium,68,45,69,64,77,76,55,39,59,31,72,68,61,77,58,58,71,75,78,54,66,79,80
834,78,7000000.0,ST,2,Medium,Medium,73,80,63,74,39,76,50,83,52,65,74,73,82,74,80,78,65,55,45,78,65,72,26
835,78,19500000.0,CDM,3,Medium,Medium,69,69,78,78,76,79,77,69,78,60,79,71,78,76,79,74,80,81,81,76,76,83,74
836,78,15000000.0,RWB,3,High,Medium,74,49,69,72,75,78,77,40,58,42,74,73,67,74,74,68,80,78,76,67,63,74,72
837,78,15000000.0,LW,4,High,Medium,81,76,75,80,58,68,79,72,79,72,80,80,81,79,72,86,80,74,70,76,74,75,60
838,78,19000000.0,RB,3,High,Medium,76,43,68,76,74,71,78,41,56,31,78,76,74,75,80,45,85,70,72,65,64,73,73
839,78,21500000.0,ST,3,Medium,Medium,81,77,71,78,48,76,74,78,66,48,78,85,73,78,57,81,79,50,45,77,74,72,43
840,78,16000000.0,LB,3,High,Medium,81,72,72,76,74,75,76,72,74,57,76,82,76,75,68,78,82,69,72,75,69,66,74
841,78,15500000.0,CM,3,Medium,Medium,65,60,78,77,75,66,68,58,47,68,81,69,67,81,65,65,70,50,81,70,81,81,76
842,78,14500000.0,GK,1,Medium,Medium,80,74,73,82,53,76,13,16,12,12,18,49,53,75,51,55,25,24,11,9,30,56,10
843,78,16500000.0,CAM,4,Medium,Medium,75,61,83,84,65,57,78,53,75,75,88,73,86,71,91,69,59,71,71,62,85,77,61
844,78,16500000.0,CB,2,Medium,High,75,27,48,50,76,88,34,18,24,28,60,79,67,65,68,50,81,88,79,25,23,63,70
845,78,16500000.0,CM,2,Medium,Medium,83,72,75,78,52,48,63,70,54,48,80,86,90,69,74,80,74,45,71,74,77,60,24
846,78,21500000.0,ST,3,Medium,Low,82,77,66,77,40,77,58,79,61,48,80,86,73,77,65,80,78,71,37,77,68,71,43
847,78,15000000.0,LB,3,High,High,79,67,71,71,74,78,76,54,81,77,72,80,68,72,58,84,89,94,67,57,56,77,74
848,78,5000000.0,RB,2,High,High,92,56,68,73,72,69,76,50,60,50,71,90,74,77,72,64,78,60,73,60,60,71,72
849,78,14500000.0,CB,2,Medium,Medium,68,48,60,54,79,75,55,51,54,50,62,69,49,79,59,43,63,88,77,24,47,70,81
850,78,13500000.0,CB,2,Low,High,58,29,63,58,77,84,65,21,27,32,69,62,51,74,51,45,71,80,77,37,59,66,73
851,78,15000000.0,RB,4,Medium,Medium,78,71,71,76,74,74,76,69,76,68,75,73,77,80,72,72,88,73,72,76,64,80,78
852,78,13500000.0,LW,4,High,Low,81,72,81,80,23,50,86,73,72,81,79,80,88,65,86,68,75,26,21,73,69,71,28
853,78,15500000.0,RM,3,Medium,Medium,83,69,75,78,42,68,75,69,67,72,77,78,73,77,77,77,69,63,40,73,75,62,36
854,78,2500000.0,CB,3,Low,High,32,52,68,66,79,78,58,47,51,55,77,32,43,75,59,62,68,76,79,41,64,79,81
855,78,12000000.0,CB,3,High,Medium,71,44,67,66,78,80,70,37,53,37,67,80,55,79,46,61,68,86,78,53,57,71,79
856,77,23500000.0,CAM,4,High,High,71,69,74,81,69,70,70,71,70,50,82,67,76,75,76,74,75,71,67,69,78,76,64
857,77,10500000.0,CAM,5,High,Medium,80,75,75,82,49,61,75,76,76,77,82,75,91,70,88,73,72,53,57,70,76,76,43
858,77,5500000.0,GK,1,Medium,Medium,77,78,73,78,48,75,20,19,12,20,23,47,36,73,41,55,37,38,16,18,35,24,15
859,77,10500000.0,CDM,3,Medium,High,72,65,73,79,78,75,66,63,60,52,80,70,78,77,76,73,80,77,77,72,71,75,76
860,77,10500000.0,CM,3,High,Medium,70,71,76,79,67,67,72,70,76,68,79,67,72,77,78,72,82,70,69,74,77,77,69
861,77,9500000.0,LB,3,High,Low,88,65,73,72,72,70,77,62,74,64,75,90,71,69,58,80,66,73,74,69,65,70,70
862,77,9500000.0,CB,2,Medium,Medium,74,57,69,71,75,82,65,51,42,47,70,74,69,72,68,70,78,89,77,66,70,80,73
863,77,5000000.0,CB,2,Low,High,50,54,54,54,78,82,44,47,32,41,63,50,35,74,48,74,77,78,79,32,36,68,80
864,77,8500000.0,ST,3,Medium,Medium,75,79,69,75,38,70,60,79,81,64,77,75,72,76,74,82,74,66,35,80,72,81,45
865,77,0.0,GK,1,Medium,Medium,78,74,75,78,44,74,15,15,16,16,23,40,40,73,46,56,40,44,24,14,57,60,21
866,77,12000000.0,CB,2,Low,High,64,39,60,63,76,75,40,33,35,35,69,69,64,76,61,60,64,83,75,41,59,71,74
867,77,11000000.0,ST,4,High,Medium,74,78,59,76,33,73,65,77,66,54,77,74,74,77,71,86,65,63,23,78,64,79,37
868,77,7500000.0,CDM,3,High,High,42,50,70,71,76,73,61,48,54,58,77,34,54,79,54,54,82,72,79,70,70,76,80
869,77,3900000.0,RB,3,High,Medium,69,69,72,73,75,75,78,64,74,70,74,69,70,73,71,83,76,89,76,63,62,74,75
870,77,9000000.0,RWB,3,Medium,Medium,74,44,72,72,72,78,82,29,57,52,75,72,66,80,67,66,82,78,70,72,72,76,72
871,77,9000000.0,CDM,3,Medium,High,56,47,74,75,73,72,70,39,65,62,78,52,75,73,87,62,84,77,77,65,74,73,76
872,77,14500000.0,CM,3,Medium,Medium,72,72,74,78,73,73,65,66,63,63,80,70,80,75,84,82,77,78,71,64,74,73,75
873,77,9000000.0,GK,1,Medium,Medium,77,76,71,76,42,76,15,16,12,12,24,41,60,73,54,53,33,16,21,16,61,57,18
874,77,7000000.0,CDM,2,Medium,High,50,58,68,65,78,75,55,50,50,45,75,49,38,74,53,77,60,78,77,60,69,70,78
875,77,9000000.0,RWB,3,High,Medium,68,65,73,73,74,75,79,64,64,45,77,67,67,76,67,76,77,76,73,75,70,71,71
876,77,10500000.0,ST,3,Medium,Medium,62,77,64,72,35,68,47,78,70,52,75,62,61,76,71,80,62,58,24,84,72,78,40
877,77,5500000.0,GK,1,Medium,Medium,76,74,78,76,41,76,13,11,20,19,23,40,36,75,30,59,34,23,24,10,41,63,17
878,77,10000000.0,LM,4,Medium,Medium,89,72,74,76,48,61,74,71,80,78,75,90,79,71,81,79,71,48,39,75,70,71,55
879,77,8500000.0,LM,3,Medium,Medium,72,76,76,76,41,70,75,76,78,62,77,74,70,78,59,77,70,61,25,78,77,74,68
880,77,3400000.0,CB,2,Medium,High,37,54,61,61,77,84,59,44,41,41,64,40,50,67,33,79,66,89,76,22,51,74,77
881,77,10500000.0,CAM,4,High,High,80,74,76,81,67,74,78,70,73,60,81,80,76,77,87,83,79,77,73,78,77,77,68
882,77,10500000.0,CM,3,Medium,High,76,63,76,77,72,78,71,58,66,55,77,76,74,80,82,73,88,78,75,66,78,79,75
883,77,9500000.0,RB,3,High,High,81,60,70,75,72,81,71,55,73,54,74,83,77,73,93,75,91,82,74,69,71,75,73
884,77,8500000.0,LW,4,High,Medium,77,77,76,78,45,69,77,75,83,67,79,77,77,78,74,84,75,64,33,77,78,78,46
885,77,8500000.0,CB,2,Medium,High,47,33,65,63,77,80,67,25,48,46,67,55,33,75,30,53,67,83,76,37,53,74,78
886,77,9500000.0,LB,3,High,Medium,64,62,77,74,74,70,79,55,75,70,76,56,74,73,72,74,86,67,75,65,73,74,74
887,77,14000000.0,CM,3,Medium,Medium,71,68,77,78,73,77,72,64,74,63,82,73,72,78,74,77,74,71,74,64,76,81,73
888,77,13000000.0,ST,3,High,High,78,77,64,73,49,82,54,80,61,64,76,81,78,77,70,77,79,82,49,79,69,78,41
889,77,11000000.0,CB,2,Low,High,69,42,66,69,76,81,64,34,57,43,71,78,66,75,63,58,79,79,76,55,61,74,78
890,77,14000000.0,CB,2,Medium,Medium,62,36,52,56,78,78,37,30,32,34,62,69,52,73,47,50,63,79,79,42,43,70,77
891,77,14000000.0,LM,4,High,High,80,72,71,79,49,69,76,72,70,56,78,78,81,75,81,78,85,65,44,76,75,73,60
892,77,16000000.0,RM,3,High,High,95,70,69,76,47,68,72,71,74,54,76,95,83,75,82,74,84,79,42,74,68,67,54
893,77,12500000.0,LB,3,High,High,80,57,72,75,72,75,80,49,75,68,75,78,78,74,73,69,77,80,73,72,69,70,72
894,77,11000000.0,RM,3,High,Medium,84,73,72,80,39,63,74,73,75,74,79,82,86,73,81,73,69,53,41,71,70,74,39
895,77,16500000.0,CAM,4,Medium,Medium,79,71,73,81,40,59,72,70,74,67,80,78,86,75,93,76,78,41,44,72,77,74,39
896,77,0.0,CAM,3,Medium,Low,80,75,75,80,32,74,69,73,72,75,78,79,83,72,86,80,80,64,26,75,77,75,44
897,77,9500000.0,GK,1,Medium,Medium,76,75,67,77,38,79,13,15,13,14,24,39,48,74,42,50,35,25,27,15,55,59,11
898,77,15000000.0,RWB,3,High,High,80,67,71,72,73,82,74,64,70,56,71,82,72,75,69,75,92,78,73,70,68,72,75
899,77,12500000.0,RM,4,High,Medium,94,73,69,78,32,67,73,74,69,66,74,94,89,71,75,77,83,55,26,78,70,69,45
900,77,12000000.0,CB,2,Medium,Medium,67,42,56,57,78,81,44,37,44,42,61,66,53,75,58,57,82,76,77,34,42,67,80
901,77,15000000.0,CAM,3,High,High,79,74,75,78,71,75,69,72,74,70,78,79,82,79,72,80,83,78,74,74,77,75,71
902,77,13000000.0,LWB,3,High,Medium,84,58,69,74,72,71,75,58,68,35,73,89,76,71,74,65,75,72,73,67,67,74,71
903,77,9500000.0,GK,1,Medium,Medium,79,74,75,82,53,72,14,9,13,11,31,52,58,71,49,56,39,31,19,9,58,56,13
904,77,12000000.0,CB,2,Medium,Medium,52,35,58,53,79,78,54,30,31,27,64,51,31,78,37,50,71,82,79,40,44,64,77
905,77,14500000.0,CB,2,Medium,Medium,59,38,55,58,78,77,32,34,41,35,67,59,43,74,57,60,73,75,76,41,42,69,77
906,77,16500000.0,RM,4,High,Medium,94,76,67,80,22,67,68,75,78,55,79,94,78,75,74,82,73,53,17,73,68,78,25
907,77,14000000.0,CAM,4,Medium,Medium,69,74,77,75,56,64,76,75,74,75,79,69,69,78,37,73,60,59,55,79,79,78,49
908,77,15000000.0,CM,3,High,Medium,74,62,71,76,72,72,58,58,59,42,78,74,67,79,67,71,81,73,76,79,76,76,68
909,77,14000000.0,CM,3,Medium,Medium,60,68,77,78,69,72,69,65,72,70,81,58,65,71,73,74,81,69,67,70,76,77,69
910,77,8500000.0,LM,4,High,Medium,81,75,71,80,41,74,72,73,80,69,79,80,85,76,80,83,89,72,32,77,73,80,40
911,77,9000000.0,CDM,4,High,High,78,73,75,78,70,75,67,72,75,65,80,77,82,77,85,77,92,77,72,70,75,81,74
912,77,14000000.0,ST,4,Medium,Medium,65,77,75,78,64,71,70,80,76,60,81,66,72,75,66,76,66,68,60,80,77,78,63
913,77,11000000.0,LW,4,High,Low,90,71,69,83,32,63,71,71,77,70,80,88,92,69,87,75,75,56,38,70,70,65,26
914,77,11000000.0,CAM,4,Medium,Low,79,71,75,84,30,56,72,71,76,64,81,77,88,71,85,71,61,51,23,76,79,73,18
915,77,8500000.0,LM,3,Medium,Medium,85,69,74,78,65,63,78,64,74,76,76,84,84,71,83,79,83,71,65,70,70,70,66
916,77,9500000.0,LB,3,High,Medium,78,65,77,75,70,74,84,63,78,75,76,78,76,77,74,79,82,73,73,69,73,74,69
917,77,7000000.0,CB,2,Medium,High,52,57,62,64,77,72,51,50,47,47,70,55,52,77,52,75,48,80,80,46,46,77,79
918,77,1800000.0,GK,1,Medium,Medium,79,72,64,81,28,76,18,13,19,12,19,29,38,77,40,48,20,22,12,12,48,31,13
919,77,7500000.0,RB,3,Medium,Medium,64,39,68,67,75,73,78,28,65,38,70,67,73,80,63,67,81,76,78,46,64,70,69
920,77,3600000.0,ST,3,High,Medium,74,82,68,70,34,77,65,81,74,80,72,75,69,78,42,88,67,82,33,79,70,80,29
921,77,3900000.0,RM,3,High,Low,83,68,76,80,69,79,75,62,80,59,82,79,85,74,80,78,85,86,69,78,80,80,65
922,77,9500000.0,RWB,3,High,Medium,78,62,72,74,72,79,78,59,72,56,75,79,75,75,68,73,91,67,73,71,71,77,73
923,77,9000000.0,RB,3,High,High,79,64,74,74,73,85,77,56,78,58,72,79,80,72,86,82,88,83,75,76,74,78,73
924,77,11000000.0,RW,4,High,Medium,89,75,68,79,34,63,74,78,66,46,77,89,79,77,74,77,69,40,31,80,69,73,26
925,77,9000000.0,LB,3,High,High,68,59,67,77,76,70,71,54,62,49,75,60,84,75,86,68,74,74,78,64,58,73,76
926,77,10500000.0,ST,3,Medium,Medium,68,75,53,71,32,80,30,78,55,52,77,68,56,75,43,78,70,67,34,80,58,68,20
927,77,11500000.0,LM,4,High,Medium,90,70,69,81,33,65,75,68,69,59,77,90,90,72,92,74,74,38,34,72,69,75,30
928,77,5500000.0,GK,1,Medium,Medium,79,70,74,81,45,78,12,13,24,12,28,49,48,71,42,56,41,27,15,12,11,55,14
929,77,11500000.0,LB,3,High,Medium,69,47,72,72,74,69,81,40,77,68,75,69,63,75,63,65,80,63,77,62,63,67,76
930,77,10000000.0,CM,3,High,Medium,62,71,74,76,75,76,69,68,64,58,80,62,68,75,64,78,73,75,76,75,78,80,76
931,77,0.0,CB,2,Medium,Medium,71,43,66,68,78,77,58,42,52,29,70,73,65,75,61,57,74,74,79,36,67,79,76
932,77,11000000.0,CB,2,Medium,High,37,54,59,58,78,77,43,51,38,30,60,40,32,72,31,68,50,80,75,48,56,75,78
933,77,12500000.0,RW,4,High,Medium,86,76,69,81,37,58,73,77,72,60,82,86,81,68,78,82,70,41,25,74,72,73,42
934,77,12500000.0,RW,4,High,Medium,80,73,74,81,55,61,76,74,83,71,81,78,75,69,88,78,74,60,64,71,77,80,49
935,77,12500000.0,LM,4,High,Medium,81,75,71,77,47,61,77,74,69,60,77,81,79,72,67,77,80,48,43,74,72,75,51
936,77,10500000.0,LW,3,High,High,88,80,71,75,56,61,78,78,84,80,75,89,88,79,84,82,80,47,58,79,69,72,56
937,77,13000000.0,CB,2,Low,Medium,70,39,64,68,78,78,65,30,45,29,72,74,64,77,55,50,75,72,80,53,59,65,77
938,77,14000000.0,ST,4,High,Low,70,78,64,78,49,80,60,82,65,55,80,70,72,73,68,77,69,78,52,74,67,67,45
939,77,14000000.0,ST,3,Medium,Medium,84,75,70,74,51,82,63,73,68,58,74,85,67,76,70,84,79,78,44,82,72,71,40
940,77,11500000.0,CB,2,Medium,Medium,63,41,57,53,79,76,43,39,39,26,61,71,53,76,52,58,64,74,77,32,59,68,78
941,77,14000000.0,CM,4,Medium,Medium,58,68,77,82,66,66,74,65,77,67,83,53,79,75,78,76,74,75,71,72,76,80,66
942,77,9500000.0,RB,3,High,High,73,53,71,75,73,76,76,49,62,33,75,68,77,75,76,70,92,83,73,70,69,72,73
943,77,9500000.0,RB,2,High,High,74,63,67,70,73,80,70,59,65,45,69,73,76,73,78,73,92,86,73,66,60,73,74
944,77,12500000.0,CDM,3,Medium,Medium,59,54,73,74,70,70,63,46,62,48,79,60,72,79,64,68,80,74,74,55,73,74,69
945,77,10500000.0,GK,1,Medium,Medium,77,73,78,80,47,75,21,15,20,9,39,43,45,71,46,59,36,28,17,12,66,61,21
946,77,8500000.0,ST,3,High,Medium,57,79,62,74,30,84,59,80,48,65,77,54,61,75,52,81,79,82,25,77,61,68,23
947,77,12000000.0,CDM,2,Medium,Medium,52,50,68,64,77,80,47,40,64,50,70,52,48,77,52,73,69,80,77,42,63,75,78
948,77,1200000.0,GK,1,Medium,Medium,75,77,79,76,45,79,11,14,11,11,23,49,50,72,60,59,34,32,22,13,65,64,20
949,77,4300000.0,CAM,4,High,Medium,69,75,79,80,37,66,80,70,86,80,81,66,80,72,79,83,61,72,31,79,81,80,53
950,77,7000000.0,CB,2,Medium,Medium,50,49,49,56,79,71,40,48,46,32,65,49,32,69,43,54,51,79,78,47,22,72,78
951,77,3600000.0,ST,3,Medium,Low,53,80,64,70,36,76,43,80,63,69,72,53,65,75,64,84,56,77,28,79,67,70,33
952,77,8500000.0,CAM,4,Medium,Medium,68,73,78,79,67,71,77,72,78,56,80,69,79,73,77,77,82,71,68,73,82,75,67
953,77,5500000.0,GK,1,Medium,Medium,78,74,66,80,56,76,30,12,34,14,14,53,54,76,48,50,42,15,24,15,48,55,14
954,77,3200000.0,RWB,3,High,Medium,72,65,73,68,74,80,87,61,73,63,69,79,61,73,53,75,82,78,76,66,67,70,74
955,77,3600000.0,CAM,4,High,Low,67,79,76,83,43,70,75,78,87,79,83,64,78,81,85,81,72,73,40,81,82,86,32
956,77,10500000.0,LW,4,Medium,Medium,86,74,74,78,46,61,75,73,85,68,77,86,91,73,80,73,63,51,36,75,78,75,59
957,77,8500000.0,CM,4,Medium,Medium,50,74,81,75,58,72,84,72,85,77,78,45,66,79,67,76,83,67,58,75,80,81,56
958,77,8500000.0,CM,3,Medium,High,42,69,76,76,75,67,68,68,76,68,78,34,68,79,70,69,66,73,80,75,81,78,78
959,77,5500000.0,RB,4,High,Medium,78,64,73,72,72,76,76,64,77,53,77,79,73,75,77,73,82,77,73,73,70,75,72
960,77,8500000.0,LM,3,High,Medium,72,72,77,75,54,64,78,75,70,73,74,72,78,78,72,72,70,65,49,76,78,68,55
961,77,10000000.0,CM,3,Medium,Medium,40,71,80,72,62,74,75,62,69,73,77,38,55,73,63,85,75,83,62,65,82,80,60
962,77,8500000.0,ST,4,Medium,Low,76,79,69,76,33,71,69,77,66,71,76,76,74,75,77,88,76,52,39,78,73,76,24
963,77,8500000.0,CAM,4,Medium,Medium,68,77,78,80,54,66,69,74,81,77,82,68,72,73,77,83,62,65,53,73,82,82,51
964,77,5000000.0,CAM,4,Medium,Medium,75,76,75,83,47,69,72,75,82,67,83,71,80,80,81,78,60,76,45,80,82,85,45
965,77,6500000.0,ST,3,Medium,Low,63,77,69,69,29,84,61,80,66,60,75,65,55,75,34,79,71,80,30,79,76,79,25
966,77,7000000.0,CDM,3,High,High,60,64,63,69,77,84,53,63,39,47,73,65,60,79,54,74,84,85,77,69,68,72,77
967,77,3600000.0,CDM,3,Medium,Medium,38,65,72,70,75,68,54,54,50,71,78,39,52,72,48,76,61,75,77,66,78,65,77
968,77,9000000.0,ST,4,Medium,Low,66,81,72,76,25,78,64,80,76,80,81,66,68,62,49,86,59,73,30,74,74,80,10
969,77,4500000.0,ST,4,High,Low,67,79,69,70,48,84,68,80,66,57,72,68,64,74,60,82,79,77,36,77,69,76,45
970,77,7000000.0,CDM,3,Medium,High,70,61,72,75,74,86,72,52,75,60,76,75,64,75,58,83,83,85,73,71,65,74,75
971,77,1900000.0,CB,2,Medium,High,54,48,62,61,76,77,52,42,49,49,72,54,57,70,53,67,67,80,76,48,52,77,74
972,77,7000000.0,CB,2,High,Medium,68,56,63,63,76,82,59,53,36,39,73,69,46,75,33,74,64,77,77,53,50,71,74
973,77,8500000.0,ST,3,Medium,Low,62,79,76,79,35,60,72,77,84,74,81,60,77,77,70,82,45,50,30,79,78,78,31
974,77,6500000.0,RM,4,Medium,Low,75,76,77,80,49,53,75,73,82,82,79,73,82,75,80,82,58,45,55,76,78,77,43
975,77,4500000.0,ST,3,Medium,Medium,78,77,73,75,41,66,69,79,74,70,77,79,77,77,71,77,67,66,38,78,74,76,44
976,77,3000000.0,CM,3,Medium,Medium,61,68,79,79,71,68,74,64,78,80,80,58,79,75,87,73,80,73,73,69,79,76,72
977,77,1200000.0,GK,1,Medium,Medium,75,73,73,75,46,79,13,10,11,11,18,46,52,74,55,55,34,34,20,10,55,62,14
978,77,0.0,ST,3,Medium,Medium,33,82,67,67,41,70,52,83,62,59,77,34,31,84,30,86,31,77,41,85,72,79,45
979,77,15500000.0,ST,3,High,Medium,84,76,60,72,30,76,51,80,62,45,75,86,66,70,43,81,72,42,19,71,61,67,37
980,77,13000000.0,RB,2,High,Medium,84,52,65,77,72,75,74,45,67,45,76,84,84,73,85,64,84,78,72,65,58,73,73
981,77,14500000.0,ST,3,High,Medium,83,76,59,70,32,80,57,78,55,35,70,86,69,77,70,82,73,77,33,77,53,63,25
982,77,21500000.0,CM,3,High,High,74,69,74,77,75,77,68,72,72,56,79,74,71,78,69,71,78,70,74,76,75,77,74
983,77,15500000.0,LM,3,High,High,90,60,69,78,70,73,73,61,74,40,75,89,83,73,77,63,90,78,70,70,68,73,69
984,77,17000000.0,ST,3,High,Medium,73,77,63,73,31,78,50,79,63,48,76,75,71,74,68,78,74,61,24,77,68,71,27
985,77,23000000.0,ST,3,High,Medium,78,75,72,77,31,79,69,75,68,64,79,78,69,76,78,78,76,70,23,77,78,80,23
986,77,9500000.0,LB,3,High,Medium,81,69,72,77,70,69,78,65,67,55,78,84,80,75,83,80,75,81,70,75,66,68,66
987,77,22500000.0,CDM,3,Medium,High,82,58,68,77,72,77,53,51,63,51,77,80,88,77,91,68,90,80,73,63,70,77,71
988,77,23500000.0,CAM,3,High,Medium,77,69,74,82,31,35,79,76,68,72,79,76,89,76,79,64,45,32,30,79,69,81,31
989,77,22000000.0,CB,2,High,Medium,78,61,69,70,77,79,71,53,60,72,72,80,68,77,53,74,79,73,78,65,62,74,76
990,77,23500000.0,CAM,4,High,Low,88,69,70,82,43,64,70,68,77,53,82,87,90,75,82,71,61,61,40,75,73,77,43
991,77,14500000.0,CB,2,Medium,Medium,70,49,65,70,77,76,60,48,42,39,72,72,68,75,69,59,74,78,76,45,50,76,78
992,77,21500000.0,CM,3,Medium,Medium,62,70,75,76,74,74,65,68,78,81,77,56,74,74,82,74,81,68,75,70,76,76,76
993,77,14500000.0,CB,2,Medium,High,61,42,63,63,78,78,54,36,45,39,66,68,54,78,51,51,68,73,78,47,61,70,79
994,77,9000000.0,CB,2,Low,High,70,43,53,67,77,80,37,33,40,28,71,72,63,76,66,68,65,82,76,39,51,66,77
995,77,10000000.0,CDM,4,Medium,High,79,69,77,78,73,70,73,68,80,66,76,78,83,77,83,72,83,76,75,75,77,79,74
996,77,22500000.0,RM,4,High,Low,86,59,74,81,69,66,74,58,72,43,77,83,88,75,80,65,79,68,68,75,72,74,68
997,77,14000000.0,ST,2,High,High,79,75,65,74,35,82,59,79,63,60,75,79,75,77,76,75,80,88,31,82,69,73,27
998,77,23500000.0,CAM,3,High,Medium,75,71,77,77,40,52,73,69,74,68,80,74,76,71,69,73,62,51,33,73,82,75,41
999,77,23000000.0,CAM,4,Medium,Low,90,71,68,82,36,62,65,72,75,63,81,89,84,74,80,73,64,53,31,67,69,71,42
1000,77,23500000.0,CM,3,High,High,72,63,71,77,73,76,58,65,54,50,79,72,69,77,60,62,82,76,78,73,75,84,77
1001,77,7000000.0,CB,2,Medium,Medium,60,50,61,60,78,77,57,40,36,38,68,68,47,71,34,67,65,84,76,52,47,68,77
1002,77,11000000.0,ST,4,Medium,Low,78,77,71,79,38,81,69,77,68,73,81,75,65,75,76,85,71,88,27,74,77,83,39
1003,77,23000000.0,CAM,4,Medium,Medium,78,71,74,82,36,71,69,68,78,64,79,78,84,77,76,78,74,57,33,72,78,76,35
1004,77,20000000.0,CB,2,Medium,Medium,81,48,65,68,77,79,60,44,42,41,67,83,70,75,72,60,80,71,78,56,62,76,77
1005,77,11000000.0,ST,3,Medium,High,78,71,67,74,56,82,68,76,70,42,75,78,69,82,54,73,86,83,54,81,71,72,53
1006,77,15000000.0,RM,4,High,Medium,90,72,66,82,32,66,66,72,75,70,80,90,84,77,73,75,80,52,41,76,69,85,22
1007,77,22000000.0,CB,2,Medium,High,61,47,67,60,78,76,48,38,56,34,67,66,42,76,35,70,64,69,78,47,68,75,78
1008,77,17000000.0,ST,3,High,Medium,84,75,69,78,31,63,65,77,60,56,79,85,78,75,57,76,73,40,20,77,72,70,45
1009,77,17000000.0,ST,3,Medium,Medium,90,78,60,75,24,70,51,82,65,54,76,92,83,77,74,76,76,63,17,80,53,69,18
1010,77,22500000.0,CB,2,Medium,Medium,80,52,68,73,76,77,70,61,56,30,75,80,75,69,72,49,78,70,72,64,68,75,74
1011,77,12000000.0,RB,2,Medium,Medium,75,46,71,72,75,67,76,38,63,39,74,76,71,76,75,52,71,65,75,67,67,68,73
1012,77,20000000.0,CDM,2,Medium,High,65,47,68,71,75,71,52,41,61,42,74,63,65,76,74,63,74,80,78,54,71,74,77
1013,77,15500000.0,LB,3,High,Medium,74,50,66,71,74,76,74,49,67,41,76,76,66,78,41,56,76,79,75,63,60,70,72
1014,77,23500000.0,CAM,3,Medium,Medium,79,69,76,80,65,69,67,69,68,65,85,78,74,76,74,75,77,72,60,71,80,74,65
1015,77,14000000.0,CAM,3,Medium,Medium,72,71,75,77,71,71,70,72,72,45,81,75,75,78,65,74,81,70,72,76,78,76,72
1016,77,14000000.0,RM,4,High,Medium,85,66,68,80,32,53,74,76,60,40,81,86,86,71,77,52,70,40,30,70,65,67,30
1017,77,20000000.0,CDM,2,Medium,Medium,62,44,71,68,78,71,54,42,65,31,73,68,64,75,56,51,65,76,76,42,68,79,77
1018,77,14500000.0,CB,2,Medium,High,58,34,61,51,78,80,46,26,37,25,52,64,33,72,34,66,65,75,76,31,59,72,74
1019,77,14500000.0,CB,2,Medium,High,73,39,47,60,79,80,31,32,48,23,59,80,63,68,63,60,68,85,78,26,38,74,78
1020,77,16000000.0,ST,3,Medium,High,78,77,68,73,41,76,56,81,63,61,75,78,72,79,67,78,88,78,29,82,74,73,43
1021,77,14000000.0,CAM,4,Medium,Medium,82,70,74,78,41,61,75,70,77,56,77,82,81,72,81,79,80,58,41,72,78,78,44
1022,77,22000000.0,CB,2,Medium,High,87,33,55,67,78,77,35,29,37,26,68,89,64,78,55,46,67,74,80,32,50,80,79
1023,77,14000000.0,ST,3,Medium,Low,68,80,71,75,32,76,67,82,74,66,78,67,68,74,82,78,70,73,18,83,78,80,25
1024,77,15000000.0,RM,4,Medium,Medium,85,73,68,82,29,60,73,74,69,51,80,83,90,69,85,77,69,62,32,75,72,76,27
1025,77,23500000.0,CAM,3,Medium,Medium,77,72,76,78,65,68,72,70,72,74,80,75,82,73,71,73,78,80,72,72,80,70,65
1026,77,22000000.0,CB,2,Medium,High,69,36,51,55,79,80,40,30,50,32,64,74,53,68,49,60,67,79,81,35,24,62,79
1027,77,9000000.0,CDM,3,Medium,High,57,65,76,74,70,74,68,60,71,55,76,55,69,77,83,77,78,86,75,70,79,75,71
1028,77,9000000.0,CDM,3,Medium,Medium,73,63,66,69,76,78,46,56,43,48,72,73,65,75,57,75,82,86,77,76,70,70,76
1029,77,21500000.0,ST,3,High,Medium,75,76,67,76,44,67,64,80,52,51,79,76,69,74,69,76,70,47,45,76,68,68,45
1030,77,3900000.0,RB,3,High,Medium,76,48,69,75,74,70,72,51,51,52,71,77,81,75,72,34,80,81,71,55,56,73,77
1031,77,9000000.0,ST,3,High,High,89,76,65,68,39,89,70,77,58,47,67,91,69,76,55,82,89,89,26,83,69,65,45
1032,77,11500000.0,CB,2,Low,High,54,34,61,66,78,73,50,30,33,30,69,54,54,78,61,48,61,75,78,40,57,74,77
1033,77,13000000.0,RWB,3,High,Medium,71,53,72,76,74,70,76,50,73,49,77,69,75,76,69,62,75,68,75,62,69,75,73
1034,77,15500000.0,ST,3,High,Medium,71,80,67,76,30,68,50,79,74,70,78,74,70,75,63,84,72,32,23,77,74,76,28
